company_name,phone,email,website,city,icp_score,intent_score,email1_subject,email1_body
TRIIIA Builders,+61 8 8482 2900,simon@triiiabuilders.com.au,http://www.triiiabuilders.com.au/,Kensington Park,8,7,when your aluminium supplier ghosts mid-build,"Hi Simon,

Your fixed-price contracts and ""excellent build times"" caught my eye — that's a hard promise to keep if a supplier slips.

If your aluminium supplier ghosts mid-build on a luxury Adelaide home, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Norde Homes,+61 8 6188 5966,info@nordehomes.com.au,https://nordehomes.com.au/,Balcatta,7,7,"those 5 'coming soon' projects, {first_name}","Hi {first_name},

Noticed Norde Homes has five projects listed as ""coming soon"" right now — Bayswater, Coogee, Wembley, Shenton Park, Willetton. That's a serious pipeline for a tight-knit team.

With passive solar design and NatHERS ratings like 9.7 and 10 stars baked into your builds, the windows and doors you spec aren't an afterthought — they're load-bearing to the whole energy story.

How are you currently sourcing aluminium windows and doors across that volume?

— lens"
Stannard Homes,+61 8 9446 5500,joel@dmaxphotography.com.au,https://www.stannardhomes.com.au/?utm_source=google-my-business&utm_medium=organic&utm_campaign=headoffice,Osborne Park,9,8,65 years of craft deserves better windows,"Hi {first_name},

Your Cottesloe and Scarborough builds caught my eye — the coastal glazing choices alone show how much thought goes into material selection at Stannard Homes.

When a builder has held ""uncompromising quality"" as a standard since 1961, the supply chain behind it has to match.

We manufacture aluminium windows and doors at factory level — 20 years in, shipping direct to Perth builders who refuse to compromise on finish.

For your custom builds, are joinery lead times currently something you're managing around, or has that been smooth?

— lens"
Clarke Custom Homes,+61 415 523 294,contact@clarkecustomhomes.com.au,http://clarkecustomhomes.com.au/,,8,7,your HIA wins got us curious 🏆,"Hi {first_name},

Saw Clarke Custom Homes took out HIA Perth Renovation/Addition awards in both 2022 and 2023 — that's a serious back-to-back run.

Builders winning at that level usually have tight specs on finishes, especially windows and doors. One weak link in the supply chain and the whole timeline slips.

We manufacture windows and doors directly in China and hold Perth-region stock locally — no middleman, 4-week lead times guaranteed.

Quick question: how are you currently sourcing joinery for your custom builds?

— lens"
Coast Homes WA,+61 8 6241 6777,info@coasthomeswa.com.au,https://www.coasthomeswa.com.au/,Osborne Park,9,8,the Arden windows — quick thought,"Hi {first_name},

Saw the Arden in Shenton Park — being selected as the MSWA Mega Home Lottery grand prize says a lot about the calibre of finish Coast Homes delivers.

For boutique builders running multiple high-spec projects simultaneously, window and door sourcing is often where schedule pressure quietly builds up.

We manufacture directly in China — 20 years in — and hold stock in Australian warehouses specifically to keep Perth builders on program.

How are you currently handling glazing and door supply across your active builds?

— lens"
Trio Homes,+61 8 9271 3881,admin@triohomes.com.au,http://triohomes.com.au/,Inglewood,7,7,those Joondana windows caught my eye,"Hi {first_name},

The Joondana project on your portfolio — the floor-to-ceiling glazing against that black-and-white facade is exactly the kind of detail that makes a bespoke home feel intentional.

When you're sourcing windows and doors for builds like that, how far in advance are you locking in suppliers before groundbreak?

— lens"
GALVIN GROUP STUDIO,+61 8 8268 2425,info@galvingroup.com.au,https://www.galvingroup.com.au/,Parkside,7,7,Toorak Gardens windows — quick thought,"Hi {first_name},

Saw the Toorak Gardens makeover on your site — the facade detailing is genuinely impressive. Projects at that level live or die on the joinery spec.

We're lens, a Chinese window and door manufacturer with 20 years in the industry. We supply luxury renovation builders across Australia with bespoke-grade aluminium and timber windows — factory direct, no local middleman margin.

For a build like Beaumont or Leabrook, what does your current window sourcing process actually look like?

— lens"
MP Homes,+61 422 460 045,admin@mphomeswa.com.au,http://mphomeswa.com.au/,,7,6,Yokine + Girrawheen running at once…,"Hi {first_name},

Noticed MP Homes has the Girrawheen build wrapping mid-2024 while the Yokine double-lot kicks off almost immediately after — that's a tight handoff with windows and doors needing to land on time for both.

We supply direct from our factory in China, with stock held locally in Australia, specifically to remove that gap between projects.

With 17 years building Perth homes, you'd know better than most what a delayed window order costs on a live site.

How are you currently sourcing joinery for back-to-back builds like this?

— lens"
Springate Homes & Renovations,+61 400 066 664,info@springatehomes.com.au,https://springatehomes.com.au/,Dalkeith,9,8,your Dunsborough builds caught our eye,"Hi {first_name},

Your MBA award for Best Contract Home over $3M on North Street, Dunsborough — that kind of site challenge doesn't leave room for supplier delays.

We noticed Springate works across Heritage, Luxury Lifestyle, and River Vista-style projects simultaneously. Coordinating windows and doors across that range, from different suppliers, gets messy fast.

We're a Chinese manufacturer with 20 years of experience supplying custom joinery-grade windows and doors direct to WA builders — factory pricing, no middleman.

How do you currently manage window specs across such different project styles?

— lens"
Blue Strike Homes,+61 483 933 787,ADMIN@BLUESTRIKE.COM.AU,http://www.bluestrike.com.au/,,9,8,370m² in 10 months — your windows keep up?,"Hi {first_name},

Brendan's quote on your site caught my attention — ""we don't force clients to pick from a catalog."" That's exactly how we approach windows and doors too.

For Perth's luxury custom builders, the finishing materials are where the design lives or dies. Ocean Reef, Maylands — those high-spec coastal homes can't afford windows that compromise the brief.

You're clearly selective about every supplier relationship. What does your current window and door sourcing process look like for a typical custom build?

— lens"
Platinum Homes,+61 2 9899 2200,info@platinumhomes.net.au,http://www.platinumhomes.net.au/,Riverstone,8,7,luxury homes deserve better windows,"Hi {first_name},

Spotted Platinum Homes' portfolio — ""refined elegance"" and ""exceptional quality"" aren't phrases most builders actually deliver on. Yours look like they do.

For a builder positioning around truly custom luxury in Sydney, the windows and doors specification can either elevate a facade or quietly undermine it.

We manufacture high-spec doors and windows at our own factory — 20 years in production, direct to builders like you.

Quick question: are you currently sourcing joinery through a local distributor, or have you explored factory-direct yet?

— lens"
JAV Custom Homes,+61 489 261 361,info@javcustomhomes.com.au,https://www.javcustomhomes.com.au/,Dalkeith,9,8,Dalkeith windows worth talking about?,"Hi {first_name},

I came across JAV's Dalkeith Residence series — the resort-style build especially caught my eye. When you're delivering homes at $1.2M+ where every detail matters, the joinery spec can quietly make or break a client's first impression at handover.

We're lens, a Chinese windows and doors manufacturer with 20 years of experience supplying custom builders across Australia.

For a team that ""builds quality over quantity"" and never builds the same house twice — how are you currently sourcing your window and door packages for one-off Hamptons or contemporary projects?

— lens"
Prostruct Projects Pty Ltd,+61 2 9311 1229,info@prostruct.com.au,https://www.prostruct.com.au/,Kogarah,6,6,Little Birch House got me thinking…,"Hi {first_name},

Saw the Little Birch House project on your site — the Buck and Simple collaboration looks incredible. Joinery and glazing at that finish level clearly isn't an afterthought for Prostruct.

For projects like that in Bondi or Double Bay, getting windows and doors that match the architect's intent — on time, without substitution — is usually where the stress lives.

We manufacture doors and windows in China with a 4-week lead time and local Sydney stock for urgent needs.

What does your current supply chain look like for glazing on high-spec builds?

— lens"
Nulook Homes,+61 8 9349 7003,info@nulookhomes.com.au,http://www.nulookhomes.com.au/,Balcatta,6,6,custom homes in Perth — windows eating your margin?,"Hi {first_name},

Spotted Nulook Homes building custom homes across Perth with a focus on affordable pricing — that's a tough balance to hold when window and door costs keep climbing.

Most Perth builders we talk to are quietly absorbing 15–20% more on joinery than they were 18 months ago, usually through local distributors with their own margins stacked on top.

We're lens — a manufacturer with 20 years making windows and doors, now supplying direct to Australian builders.

Worth a quick chat about what you're currently paying per lot?

— lens"
Domination Homes,+61 8 9262 7400,enquiries@dominationhomes.com.au,https://www.dominationhomes.com.au/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page,Malaga,9,8,the Arc display got me thinking…,"Hi {first_name},

Just went through the Arc Display on your site — the curved façade with polished plaster and that ""refined Italian touch"" framing is genuinely striking work.

For a build at that finish level, the windows and doors have to carry serious weight — both aesthetically and structurally.

With 40 years building Perth's luxury homes, I'm curious: are you sourcing your joinery locally, or have you explored direct factory supply from overseas manufacturers?

— lens"
Averna Homes,+61 8 9373 3999,loui@avernahomes.com.au,https://avernahomes.com.au/,West Perth,9,8,Villa Rosé's windows — quick thought,"Hi {first_name},

I was reading through Averna's portfolio — Villa Rosé, On The Point, the Shangri-La in 6009. Every project screams precision spec work.

For luxury custom builds like yours, windows and doors aren't just materials — they're the difference between a home that photographs beautifully and one that wins awards.

We manufacture high-spec doors and windows in China, supplying Perth builders directly from factory — no distributor markup, no compromised lead times.

Curious — how are you currently sourcing joinery for your active builds?

— lens"
THOMASZ,+61 8 6468 6544,sacha@thomaszgroup.com.au,http://www.thomaszgroup.com.au/?utm_source=GMB&utm_medium=organic&utm_campaign=office,East Perth,9,8,the Crawford Rd windows caught my eye,"Hi {first_name},

I came across your Crawford Rd Inglewood project — the ensuite detailing and that living area fenestration are genuinely impressive work.

For a boutique builder where every finish matters, the windows and doors you spec are doing a lot of heavy lifting on the final aesthetic.

We're lens — a manufacturer with 20 years making architectural-grade windows and doors, now stocked locally in Perth for WA builders.

Quick question: when you're designing something like Crawford Rd, how much of the window spec is driven by lead time vs. pure design intent?

— lens"
Innova Builders,+61 8 9272 7226,mikec@innovabuilders.com.au,http://www.innovabuilders.com.au/,Mount Lawley,9,8,designers getting paid to specify 🤔,"Hi {first_name},

Came across Innova Builders while looking at Mount Lawley-based design firms — impressive residential work in the area.

Most designers I speak with are quietly absorbing the cost difference when clients push back on budgets, rather than passing it on or finding a smarter source.

We run a designer referral rebate program — you spec our cabinetry or bathware, your client saves, and you earn a margin back on every project.

Is that kind of arrangement something you'd ever consider for your fit-outs?

— your company"
Trendsetter Homes,+61 8 9446 2822,info@trendsetterhomes.com.au,https://trendsetterhomes.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gpb-listing,Osborne Park,9,8,designers in Osborne Park are doing this,"Hi {first_name},

Spotted Trendsetter Homes based in Osborne Park — love the name, it signals you're not chasing trends, you're setting them.

One thing we hear constantly from AU interior designers: clients love the look but wince at the quote.

We work directly with a factory producing high-spec cabinetry and freestanding bathtubs — designer-grade finishes, without the retail markup.

Quick question: when a client's budget gets cut, which product category takes the first hit on your projects?

— your company"
Evolution Custom Homes,+61 8 6187 0075,david@evolutionwa.com.au,https://www.evolutionwa.com.au/,Nedlands,9,8,Nedlands projects + cabinet costs 👀,"Hi {first_name},

I came across Evolution WA and noticed you're based in Nedlands — a market where clients expect high-end finishes but budgets rarely stretch to match.

We work with interior designers across Perth and Melbourne, supplying factory-direct custom cabinetry and bathware that looks the part without eating the whole budget.

No middlemen, no retail markup.

Quick question — when you're specifying cabinetry for a residential project, where does the cost pressure usually hit hardest?

— your company"
"Create Homes (Perth, WA)",+61 8 9374 0618,info@createhomes.com.au,http://www.createhomes.com.au/,Welshpool,7,7,Marmion coastal build caught my eye,"Hi {first_name},

Just came across the Marmion coastal project on your site — the way you've balanced indoor-outdoor living on that block is genuinely impressive.

Builders delivering that level of finish are usually running tight timelines with zero room for supplier delays. Windows and doors are often the longest lead item on a custom build.

We're a manufacturer supplying custom joinery direct from our factory — 20 years in, with local Perth stock for faster turnarounds.

How are you currently managing lead times on windows for your active builds?

— lens"
AppleLeaf Interiors,+61 410 600 489,design@appleleafinteriors.com.au,http://www.appleleafinteriors.com.au/,Ardross,6,6,quick thought on your Samson kitchen sourcing,"Hi Neve,

Saw the Samson Kitchen project — clean lines, strong detailing. When you're spec-ing aluminium windows or doors for a renovation like that, if your supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Linda Woods Design,+61 8 6111 0443,hello@lindawoodsdesign.com.au,http://www.lindawoodsdesign.com.au/,Helena Valley,6,6,quick thought on your next renovation,"Hi Linda,

Your ""Liveable Luxury"" and ""Paradise Living"" projects — the inside-out connections and those frameless-feeling openings — that kind of detailing lives or dies on the aluminium spec.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Studio George,+61 421 139 133,design@studio-george.com,https://www.studio-george.com/,Potts Point,7,7,quick thought on your supplier risk,"Hi Studio George team,

Saw Studio George — quick thought.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Studio Lott,+61 400 626 204,hello@studiolott.com.au,http://www.studiolott.com.au/,,5,6,quick thought on your Fingal Bay project,"Hi Peter,

Saw the Fingal Bay residential project on your site — if your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Tove Interiors,+61 456 593 716,info@toveinteriors.com.au,http://www.toveinteriors.com.au/,Perth,7,7,when your aluminium spec falls through mid-build,"Hi Ashleigh,

The Sorrento project — coastal luxury, every detail considered. If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Evolve Panels,+61 425 133 376,info@evolvepanels.com.au,https://www.evolvepanels.com.au/,Glenwood,5,7,when your panel supplier goes quiet,"Hi Peter,

40,000+ panels installed and 1,500+ projects completed — that's a serious volume pipeline to keep fed.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Beautiful Spaces Interior Design,+61 432 011 232,enquiries@beautifulspacesid.com.au,http://www.beautifulspacesid.com.au/,Shelley,7,6,quick thought on your next Trigg-style fit-out,"Hi Janine,

Loved the Trigg Beach project — luxury two-storey, fully furnished in three months. That kind of timeline leaves zero room for a supplier going quiet mid-install.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Stage Avenue I SA Studio.,+61 407 028 815,stageavenue@outlook.com,http://www.stageavenue.com.au/,Subiaco,7,6,when your aluminium spec gets ghosted,"Hi Liz,

The Oslo's Mediterranean farmhouse windows — that profile detail is exactly where suppliers fall over mid-renovation.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Amanda Cullity Interiors,+61 419 938 897,amanda.cullity@gmail.com,http://www.amandacullity.com.au/,Mosman Park,7,7,when your window supplier ghosts mid-install,"Hi Amanda,

Your window treatments work — curtains, blinds, shutters — caught my eye. When the aluminium supplier ghosts mid-install on a bespoke Mosman Park project, how many weeks does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Scon Group Pty Ltd,+61 3 4713 5557,info@scongroup.com.au,https://scongroup.com.au/,Melbourne,7,5,when your bathroom supplier ghosts mid-reno,"Hi Scon,

Saw the San Homes bathroom reveal — clean work. If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Martina Hayes,+61 434 498 450,martina@martinaahyes.com.au,https://www.martinahayes.com.au/services/interior-designer-in-sydney/,Greenwich,7,8,when your joinery supplier goes quiet,"Hi Martina,

Your bespoke joinery work caught my eye — the cabinet colour and finish selection you do for kitchens and bathrooms is exactly where supplier reliability matters most.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Emma Blomfield,+61 2 9173 8508,info@emmablomfield.com,http://www.emmablomfield.com/,Mosman,7,8,your Cremorne waterfront and supplier risk,"Hi Emma,

The Cremorne Waterfront Home caught my eye — that level of finish demands suppliers who don't disappear mid-renovation.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Capstone Interiors,+61 431 040 965,michael@capstoneinteriors.com.au,http://www.capstoneinteriors.com.au/,,7,7,when your Potts Point supplier goes quiet,"Hi Capstone Interiors team,

Your Potts Point work — maximising every inch in premium apartments — caught my eye.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Tempo Interiors | Sydney,+61 2 9960 2844,info@tempointeriors.com.au,http://tempointeriors.com.au/,Mosman,7,8,when your aluminium supplier goes quiet,"Hi Tempo,

Your Kitchens Bathrooms Joinery work — custom renovations across Mosman and the North Shore — tells me lead times on aluminium windows and doors probably matter a lot to your clients.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
"Mandy Alice Interior Design | Byron Bay, Gold Coast & Sydney",+61 401 727 950,mandy@mandyalice.com.au,http://www.mandyalice.com.au/,,7,8,when your aluminium supplier ghosts mid-reno,"Hi Mandy,

The marble splashbacks and organic timber cabinetry on your site — that level of finish means every material decision matters. If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Cote Interiors,+61 480 808 785,hello@coteinteriors.com,http://www.coteinteriors.com/,Fairlight,7,8,when your aluminium supplier ghosts mid-Mosman,"Hi Coco,

The Mosman and Bower St projects — that ""laidback luxury"" finish takes precision sourcing to pull off.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Meusz Interiors,+61 413 305 850,hello@meuszinteriors.com.au,https://www.meuszinteriors.com.au/,,7,8,when your aluminium supplier ghosts mid-renovation,"Hi Meusz Interiors team,

The Hunters Hill bathroom reno — concealed storage, period detailing, custom vanity — that kind of specificity needs a supplier who won't disappear mid-renovation.

If your aluminium supplier ghosts mid-renovation, how many days does your Killara or Longueville client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
ES Design,+61 460 000 000,info@es.au,https://www.es.au/,Canterbury,7,8,when your aluminium spec gets value-engineered out,"Hi ES Design team,

Your ""Sandbreak"" and ""Helen"" projects — the facade detail work looks deliberate. Clients who sign off on that level of finish usually have a number in their head that doesn't match the quote.

If your aluminium supplier ghosts mid-build, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Interior Design Sydney - Gigi Interior,+61 405 701 200,gigiinterior@gmail.com,https://www.gigiinterior.com.au/,,7,8,when your aluminium supplier ghosts mid-renovation,"Hi Giordana,

Your Greenacre project caught my eye — the material coordination across a large-scale renovation like that is no small thing.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
"Nadia Sorensen - Interior Design I Danish Studio in Sydney, Central Coast & Newcastle",+61 490 751 613,nadia@nadiasorensen.com,http://www.nadiasorensen.com/,,7,8,warm minimalism — and where the joinery comes from,"Hi Nadia,

Your Mosman work — the warm tones, the custom joinery detail — that kind of finish lives or dies on the supplier behind it.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Design to Inspire - Sydney Interior Design,+61 401 050 755,info@designtoinspire.com.au,https://designtoinspire.com.au/?utm_source=gbp&utm_medium=Website&utm_campaign=GBP&utm_id=1,,7,8,when your aluminium supplier ghosts mid-build,"Hi Nancy,

Your Hamptons and coastal projects caught my eye — those clean aluminium window lines don't leave room for supplier surprises.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Woods and Warner Interior Designers Sydney,+61 2 9954 4901,info@woodsandwarner.com.au,http://www.woodsandwarner.com.au/,Naremburn,7,8,when your aluminium supplier ghosts mid-renovation,"Hi Woods and Warner team,

Your Northbridge and Hunters Hill work — the level of finish on those projects is exactly the kind of brief where supplier reliability makes or breaks the timeline.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Lauren Keenan Interiors,+61 401 004 412,media@laurenkeenan.com.au,http://www.laurenkeenan.com.au/,,7,8,quick thought on your renovation selections,"Hi Lauren,

Your work on relaxed, refined Australian homes — especially the way you tie flooring, tiles, and finishes into a single concept — caught my eye.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Essence Interiors Decorating & Renovations,+61 411 348 761,simgil@iprimus.com.au,https://www.essenceinteriors.com.au/,North Beach,7,5,when your aluminium supplier ghosts mid-renovation,"Hi Simone,

Your reviews mention kitchen and bathroom renovations across Perth — clients trusting you to manage every moving part.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Design Sister Home Staging Perth,+61 411 452 466,colette@designsister.com.au,http://www.designsister.com.au/,,7,5,when staging windows don't match the brief,"Hi Design Sister team,

Your Perth staging work — ""sophistication that endures over time"" — that framing stuck with me.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait before the property listing gets delayed?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Sarandis Design,+61 401 840 485,info@sarandis.com.au,http://sarandis.com.au/,Highgate,7,7,when your aluminium supplier falls short,"Hi Sarandis team,

Your kitchens and bathrooms work — selecting cabinets, fixtures, fittings down to the last detail — that's where aluminium specification really matters.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
STATE 28 INTERIORS,+61 8 9328 2209,info@state28.com.au,http://www.state28interiors.com.au/,Leederville,7,7,when your aluminium supplier ghosts mid-fit-out,"Hi State 28 team,

The Shade Skin project in Subiaco — refined work. The kind of finish that demands suppliers who don't disappear mid-install.

If your aluminium supplier ghosts mid-fit-out, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
SilQ Interiors,+61 421 475 220,INFO@SILQINTERIORS.COM.AU,http://www.silqinteriors.com.au/,West Perth,7,5,when your supplier ghosts mid-renovation,"Hi SilQ Interiors team,

You coordinate full kitchen and bathroom renovations — so if your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Wind & Water Interiors | Perth Interior Designer,+61 405 720 054,info@windandwaterinteriors.com,https://www.windandwaterinteriors.com/contact,West Perth,7,6,quick thought on your renovation sourcing,"Hi Wind & Water Interiors team,

Saw your site covers renovations, new builds, and commercial work — quite a range for a boutique Perth studio.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Brookelyn Interiors,+61 434 447 162,brooke@brookelyninteriors.com.au,https://www.brookelyninteriors.com.au/,,7,7,your Floreat and City Beach work,"Hi Brooke,

Saw the Floreat and City Beach projects — the material palette looks like clients who don't compromise on finish.

If your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Neo Interior Design,+61 455 421 636,%20admin@neointeriordesign.com.au,http://neointeriordesign.com.au/,Attadale,7,7,your Peppermint Grove clients and supplier risk,"Hi Lauren,

Your work across Peppermint Grove and Swanbourne — the ""timeless luxe"" positioning is clear. Quick question: if your aluminium supplier ghosts mid-renovation, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
Bellfort,+61 8 6141 1030,info@bellfort.com.au,https://bellfort.com.au/,Perth,7,6,when your aluminium supplier stalls mid-fitout,"Hi Bellfort team,

Your turnkey model — from brief to final install — is only as tight as your supply chain. If your aluminium supplier ghosts mid-fit-out, how many days does your client wait?

Lens is a 300,000m² aluminium windows and doors factory in Foshan, 20 years. Currently working with a Sydney designer on a residential project.

Worth a half-day next time you're in China? No sales, no commitment — just one more option in your back pocket.

{{accountSignature}}"
